WijkenEnBu,BU_CODE,cbs_l1_totalpo,cbs_l2_childre,cbs_l3_student,cbs_l4_mobile_,cbs_l5_not_mob,cbs_l6_elderly,cbs_l10_wester,cbs_l10_nonwes,cbs_l10_mar,cbs_l10_ant,cbs_l10_sur,cbs_l10_tur,ois_totalpop,ois_Children,ois_Students,ois_MobileAdul,ois_NotMobileA,ois_Elderly,ois_l10_sur,ois_l10_ant,ois_l10_mar,ois_l10_tur,ois_l10_wester,ois_l10_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobile_adults,ois_gc1_2018_mobile_adults,ois_gc_2018_not_mobile_adults,ois_gc1_2018_not_mobile_adults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,BuurtID,Buurtcode,Oppervlakt,Stadsdeelc,Wijkcode,ois_gc1_2018_tur
Van Tuyllbuurt,BU03634805,4160.0,505.0,395.0,1930.0,855.0,490.0,1000.0,655.0,75.0,45.0,90.0,80.0,4162.0,615.0,927.0,1278.0,853.0,489.0,90.0,46.0,75.0,79.0,365.0,1000.0,618.0,783.0,465.0,642.0,22.0,74.0,1212.0,1531.0,836.0,1133.0,874.0,1042.0,4005.0,5131.0,12.0,466,03630000000821,K48f,210415.0,K,K48,19.0
Diepenbrockbuurt,BU03634900,785.0,170.0,95.0,175.0,225.0,135.0,190.0,75.0,0.0,5.0,20.0,5.0,787.0,233.0,68.0,129.0,224.0,133.0,16.0,2.0,0.0,3.0,52.0,186.0,269.0,482.0,152.0,290.0,,1.0,151.0,302.0,252.0,473.0,81.0,227.0,905.0,1774.0,,467,03630000000822,K49a,220652.0,K,K49,
Beethovenbuurt,BU03634901,1245.0,250.0,145.0,280.0,325.0,255.0,400.0,125.0,0.0,10.0,15.0,20.0,1249.0,337.0,114.0,223.0,324.0,251.0,14.0,8.0,1.0,17.0,85.0,396.0,318.0,486.0,259.0,545.0,4.0,5.0,247.0,376.0,335.0,533.0,128.0,204.0,1287.0,2144.0,,373,03630000000823,K49b,152229.0,K,K49,1.0
Hiltonbuurt,BU03634902,75.0,20.0,15.0,5.0,35.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,79.0,24.0,11.0,3.0,33.0,8.0,0.0,0.0,1.0,0.0,1.0,8.0,24.0,154.0,9.0,59.0,1.0,2.0,4.0,91.0,33.0,151.0,15.0,78.0,85.0,533.0,,468,03630000000824,K49c,112952.0,K,K49,
Minervabuurt Noord,BU03634903,1385.0,295.0,150.0,305.0,405.0,240.0,445.0,145.0,5.0,5.0,15.0,25.0,1386.0,361.0,136.0,245.0,404.0,240.0,14.0,5.0,4.0,22.0,99.0,445.0,455.0,562.0,296.0,339.0,9.0,11.0,315.0,369.0,521.0,635.0,174.0,195.0,1761.0,2100.0,6.0,469,03630000000825,K49d,144132.0,K,K49,7.0
Minervabuurt Midden,BU03634904,2440.0,490.0,300.0,605.0,640.0,420.0,835.0,265.0,10.0,20.0,20.0,30.0,2441.0,628.0,327.0,433.0,636.0,417.0,18.0,20.0,9.0,29.0,189.0,833.0,510.0,1057.0,373.0,809.0,9.0,21.0,359.0,914.0,530.0,1195.0,268.0,606.0,2040.0,4581.0,1.0,470,03630000000826,K49e,150419.0,K,K49,3.0
Minervabuurt Zuid,BU03634905,2690.0,525.0,190.0,855.0,645.0,485.0,840.0,280.0,10.0,15.0,30.0,25.0,2694.0,614.0,342.0,612.0,642.0,484.0,31.0,16.0,8.0,26.0,201.0,843.0,616.0,698.0,490.0,562.0,3.0,3.0,644.0,744.0,660.0,753.0,386.0,498.0,2796.0,3255.0,3.0,471,03630000000827,K49f,162392.0,K,K49,5.0
Vondelpark West,BU03634603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,70.0,349.0,54.0,295.0,1.0,5.0,149.0,510.0,111.0,487.0,74.0,320.0,458.0,1961.0,,453,03630000000806,K46d,247568.0,K,K46,13.0
Vondelpark Oost,BU03634708,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,253.0,38.0,280.0,3.0,6.0,33.0,228.0,44.0,383.0,26.0,179.0,171.0,1323.0,,459,03630000000815,K47i,236985.0,K,K47,6.0
Johannnes Vermeerbuurt,BU03634700,1535.0,250.0,135.0,490.0,400.0,270.0,525.0,180.0,5.0,25.0,20.0,15.0,1536.0,323.0,185.0,360.0,399.0,269.0,19.0,25.0,3.0,11.0,122.0,523.0,349.0,459.0,296.0,386.0,1.0,2.0,418.0,749.0,442.0,621.0,244.0,462.0,1749.0,2677.0,,454,03630000000807,K47a,159829.0,K,K47,9.0
Strandeiland,BU03635000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,280,03630000000828,M50a,704640.0,M,M50,
Middeneiland Zuidoost,BU03635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,281,03630023754007,M50b,190798.0,M,M50,
Middeneiland Zuidwest,BU03635003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,283,03630023754006,M50d,200736.0,M,M50,
Buiteneiland,BU03635005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,295,03630023754010,M50f,2213662.0,M,M50,
Duivelseiland,BU03634709,1380.0,160.0,115.0,720.0,290.0,110.0,425.0,175.0,10.0,15.0,25.0,20.0,1384.0,190.0,284.0,513.0,289.0,108.0,23.0,14.0,7.0,18.0,114.0,427.0,192.0,386.0,116.0,300.0,5.0,7.0,444.0,1028.0,256.0,602.0,235.0,658.0,1243.0,2974.0,5.0,460,03630023753971,K47j,61540.0,K,K47,5.0
Rieteiland Oost,BU03635100,325.0,125.0,30.0,70.0,105.0,10.0,50.0,40.0,0.0,5.0,5.0,5.0,328.0,147.0,11.0,62.0,102.0,6.0,3.0,4.0,0.0,4.0,26.0,50.0,147.0,181.0,6.0,13.0,,,62.0,80.0,102.0,126.0,11.0,14.0,328.0,414.0,1.0,297,03630000000601,M51a,206373.0,M,M51,1.0
Centrumeiland,BU03635006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,12.0,128.0,0.0,17.0,,17.0,8.0,124.0,7.0,93.0,2.0,59.0,29.0,421.0,,296,03630023754005,M50g,486387.0,M,M50,7.0
Wielingenbuurt,BU03635200,3020.0,440.0,300.0,1215.0,670.0,410.0,735.0,320.0,20.0,25.0,45.0,30.0,3024.0,546.0,642.0,759.0,668.0,409.0,45.0,22.0,21.0,31.0,198.0,729.0,520.0,630.0,380.0,496.0,7.0,20.0,730.0,900.0,621.0,777.0,629.0,752.0,2880.0,3555.0,2.0,230,03630000000829,K52a,151022.0,K,K52,13.0
Scheldebuurt West,BU03635201,4395.0,640.0,470.0,1750.0,910.0,640.0,945.0,560.0,80.0,25.0,95.0,55.0,4402.0,798.0,969.0,1092.0,907.0,636.0,92.0,24.0,81.0,56.0,311.0,943.0,779.0,1033.0,640.0,837.0,49.0,57.0,1074.0,1473.0,938.0,1237.0,940.0,1318.0,4371.0,5898.0,6.0,231,03630000000830,K52b,255616.0,K,K52,19.0
Haveneiland Oost,BU03635101,6090.0,1985.0,620.0,1935.0,1385.0,170.0,985.0,2135.0,600.0,85.0,430.0,235.0,6091.0,2349.0,510.0,1677.0,1385.0,170.0,430.0,83.0,600.0,236.0,793.0,973.0,2334.0,2600.0,170.0,261.0,194.0,240.0,1672.0,1913.0,1379.0,1603.0,514.0,636.0,6069.0,7013.0,26.0,298,03630000000602,M51b,601997.0,M,M51,45.0
Scheldebuurt Midden,BU03635202,3150.0,485.0,355.0,1280.0,610.0,430.0,675.0,340.0,55.0,20.0,60.0,20.0,3154.0,577.0,741.0,803.0,607.0,426.0,57.0,21.0,53.0,20.0,190.0,671.0,662.0,879.0,500.0,631.0,56.0,67.0,932.0,1228.0,708.0,927.0,806.0,1067.0,3608.0,4732.0,6.0,232,03630000000831,K52c,160190.0,K,K52,10.0
Haveneiland Noord,BU03635102,1830.0,395.0,220.0,730.0,375.0,120.0,285.0,960.0,270.0,30.0,255.0,130.0,1834.0,517.0,270.0,554.0,374.0,119.0,253.0,30.0,267.0,127.0,286.0,279.0,564.0,944.0,128.0,164.0,101.0,147.0,594.0,949.0,399.0,672.0,278.0,491.0,1963.0,3220.0,18.0,299,03630000000603,M51c,147458.0,M,M51,26.0
IJselbuurt West,BU03635300,2400.0,255.0,230.0,1015.0,565.0,345.0,470.0,470.0,90.0,35.0,110.0,35.0,2403.0,302.0,542.0,651.0,563.0,345.0,111.0,34.0,90.0,34.0,203.0,465.0,290.0,588.0,326.0,583.0,38.0,73.0,604.0,1106.0,539.0,963.0,510.0,1013.0,2269.0,4253.0,,236,03630000000835,K53a,133226.0,K,K53,12.0
Scheldebuurt Oost,BU03635203,2410.0,345.0,300.0,1005.0,490.0,280.0,560.0,310.0,40.0,30.0,55.0,20.0,2414.0,434.0,598.0,613.0,489.0,280.0,52.0,27.0,40.0,17.0,174.0,560.0,408.0,717.0,283.0,545.0,19.0,42.0,591.0,1140.0,480.0,820.0,610.0,1078.0,2372.0,4300.0,,233,03630000000832,K52d,140564.0,K,K52,10.0
IJselbuurt Oost,BU03635301,2905.0,315.0,400.0,1220.0,635.0,350.0,595.0,650.0,180.0,35.0,125.0,80.0,2908.0,429.0,777.0,724.0,632.0,346.0,126.0,34.0,179.0,81.0,227.0,593.0,421.0,636.0,339.0,573.0,92.0,152.0,723.0,1048.0,623.0,954.0,786.0,1085.0,2892.0,4296.0,,237,03630000000836,K53b,158904.0,K,K53,19.0
Kromme Mijdrechtbuurt,BU03635400,2480.0,255.0,275.0,1025.0,580.0,355.0,470.0,545.0,120.0,30.0,95.0,50.0,2483.0,331.0,567.0,654.0,579.0,352.0,93.0,31.0,118.0,50.0,255.0,466.0,338.0,650.0,336.0,699.0,61.0,103.0,654.0,1283.0,589.0,1134.0,530.0,1189.0,2447.0,4955.0,12.0,238,03630000000837,K54a,184827.0,K,K54,19.0
Veluwebuurt,BU03635206,1505.0,175.0,85.0,520.0,330.0,410.0,250.0,280.0,60.0,15.0,75.0,15.0,1506.0,204.0,162.0,407.0,326.0,407.0,74.0,17.0,61.0,13.0,117.0,246.0,254.0,294.0,398.0,498.0,25.0,36.0,494.0,624.0,330.0,440.0,224.0,340.0,1700.0,2196.0,1.0,234,03630023753992,K52g,130855.0,K,K52,2.0
Rijnbuurt Oost,BU03635401,2710.0,285.0,345.0,1205.0,570.0,325.0,515.0,400.0,60.0,35.0,80.0,30.0,2713.0,354.0,719.0,751.0,566.0,323.0,80.0,36.0,60.0,30.0,195.0,513.0,345.0,479.0,312.0,420.0,26.0,46.0,748.0,950.0,544.0,715.0,731.0,859.0,2680.0,3423.0,,239,03630000000838,K54b,232582.0,K,K54,6.0
Kop Zuidas,BU03635207,610.0,90.0,30.0,405.0,70.0,25.0,180.0,90.0,10.0,5.0,5.0,10.0,612.0,92.0,165.0,264.0,67.0,24.0,6.0,5.0,10.0,9.0,61.0,177.0,46.0,159.0,9.0,118.0,,2.0,142.0,340.0,29.0,138.0,87.0,243.0,313.0,998.0,,235,03630023753993,K52h,169403.0,K,K52,
Rijnbuurt Midden,BU03635402,2150.0,210.0,255.0,975.0,440.0,280.0,435.0,280.0,55.0,15.0,65.0,20.0,2152.0,261.0,574.0,601.0,436.0,280.0,63.0,11.0,54.0,17.0,134.0,434.0,244.0,443.0,244.0,539.0,20.0,46.0,534.0,1003.0,391.0,790.0,525.0,973.0,1938.0,3748.0,,244,03630000000839,K54c,285464.0,K,K54,4.0
Rijnbuurt West,BU03635403,1715.0,210.0,150.0,515.0,510.0,340.0,285.0,595.0,160.0,25.0,125.0,35.0,1719.0,271.0,201.0,398.0,509.0,340.0,123.0,24.0,155.0,32.0,258.0,284.0,226.0,474.0,340.0,626.0,70.0,135.0,427.0,804.0,494.0,870.0,241.0,508.0,1728.0,3282.0,1.0,245,03630000000840,K54d,79410.0,K,K54,1.0
De Eenhoorn,BU03635501,2415.0,190.0,715.0,1255.0,205.0,60.0,570.0,765.0,110.0,45.0,135.0,35.0,2422.0,298.0,1204.0,657.0,203.0,60.0,135.0,42.0,112.0,32.0,455.0,560.0,321.0,425.0,67.0,188.0,67.0,113.0,678.0,830.0,226.0,400.0,1210.0,1349.0,2502.0,3192.0,6.0,172,03630000000758,M55b,180218.0,M,M55,25.0
Julianapark,BU03635502,1025.0,100.0,60.0,560.0,185.0,130.0,260.0,185.0,5.0,5.0,40.0,35.0,1027.0,123.0,255.0,337.0,184.0,128.0,37.0,4.0,5.0,35.0,107.0,253.0,140.0,161.0,153.0,166.0,8.0,22.0,351.0,401.0,204.0,244.0,273.0,324.0,1121.0,1296.0,5.0,190,03630000000759,M55c,191954.0,M,M55,11.0
Zorgvlied,BU03635404,45.0,10.0,5.0,10.0,15.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,45.0,9.0,5.0,9.0,12.0,10.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,41.0,14.0,42.0,,,12.0,26.0,9.0,54.0,5.0,13.0,50.0,176.0,,112,03630000000841,K54e,320982.0,K,K54,
De Wetbuurt,BU03635506,1850.0,295.0,185.0,420.0,550.0,410.0,245.0,335.0,80.0,10.0,85.0,30.0,1852.0,387.0,195.0,316.0,547.0,407.0,84.0,9.0,76.0,27.0,137.0,244.0,382.0,433.0,402.0,440.0,43.0,52.0,312.0,355.0,542.0,629.0,193.0,227.0,1831.0,2084.0,1.0,290,03630000000763,M55g,287640.0,M,M55,8.0
Don Bosco,BU03635503,2135.0,385.0,220.0,760.0,520.0,260.0,380.0,405.0,140.0,20.0,65.0,20.0,2139.0,472.0,335.0,556.0,517.0,259.0,65.0,21.0,138.0,20.0,159.0,379.0,481.0,682.0,279.0,446.0,74.0,117.0,601.0,867.0,545.0,832.0,377.0,595.0,2283.0,3422.0,2.0,287,03630000000760,M55d,162562.0,M,M55,9.0
Tuindorp Frankendael,BU03635507,2390.0,320.0,155.0,730.0,645.0,550.0,380.0,665.0,175.0,30.0,175.0,55.0,2393.0,390.0,243.0,568.0,641.0,551.0,176.0,28.0,174.0,55.0,234.0,379.0,442.0,583.0,561.0,682.0,74.0,81.0,592.0,749.0,673.0,816.0,251.0,344.0,2519.0,3174.0,7.0,291,03630000000764,M55h,360598.0,M,M55,10.0
Van der Kunbuurt,BU03635508,615.0,90.0,95.0,230.0,130.0,85.0,105.0,345.0,130.0,15.0,75.0,20.0,615.0,121.0,152.0,135.0,126.0,81.0,72.0,12.0,130.0,20.0,109.0,102.0,121.0,140.0,81.0,92.0,69.0,70.0,136.0,204.0,126.0,189.0,152.0,173.0,616.0,798.0,7.0,292,03630023754000,M55i,90541.0,M,M55,14.0
Frankendael,BU03635504,10.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,199.0,8.0,178.0,1.0,17.0,17.0,244.0,10.0,277.0,8.0,216.0,52.0,1114.0,1.0,288,03630000000761,M55e,290463.0,M,M55,6.0
Linnaeusparkbuurt,BU03635600,2670.0,465.0,295.0,860.0,705.0,365.0,540.0,260.0,20.0,20.0,45.0,25.0,2672.0,589.0,402.0,619.0,701.0,361.0,42.0,17.0,21.0,22.0,159.0,534.0,541.0,1065.0,333.0,563.0,9.0,23.0,539.0,1059.0,659.0,1166.0,353.0,639.0,2425.0,4492.0,1.0,293,03630000000765,M56a,178133.0,M,M56,13.0
Tuindorp Amstelstation,BU03635505,850.0,110.0,85.0,200.0,265.0,200.0,100.0,370.0,95.0,15.0,85.0,40.0,853.0,148.0,104.0,139.0,265.0,197.0,86.0,18.0,96.0,37.0,130.0,99.0,138.0,254.0,177.0,355.0,48.0,60.0,141.0,313.0,255.0,398.0,105.0,287.0,816.0,1607.0,5.0,289,03630000000762,M55f,110031.0,M,M55,5.0
Middenmeer Noord,BU03635601,2930.0,575.0,405.0,760.0,825.0,375.0,485.0,315.0,90.0,10.0,60.0,25.0,2934.0,745.0,434.0,557.0,825.0,373.0,59.0,10.0,90.0,26.0,132.0,483.0,741.0,1172.0,388.0,587.0,48.0,51.0,549.0,893.0,825.0,1243.0,428.0,596.0,2931.0,4491.0,1.0,294,03630000000766,M56b,185597.0,M,M56,3.0
Sportpark Middenmeer Zuid,BU03635603,305.0,30.0,10.0,50.0,75.0,145.0,40.0,15.0,0.0,0.0,10.0,0.0,305.0,32.0,17.0,39.0,72.0,145.0,7.0,1.0,1.0,1.0,3.0,41.0,41.0,240.0,148.0,245.0,1.0,15.0,52.0,242.0,77.0,325.0,34.0,187.0,352.0,1239.0,,301,03630000000768,M56d,211342.0,M,M56,3.0
Middenmeer Zuid,BU03635602,5115.0,1055.0,585.0,1655.0,1225.0,610.0,970.0,560.0,75.0,45.0,115.0,25.0,5118.0,1293.0,764.0,1231.0,1224.0,606.0,112.0,45.0,76.0,22.0,308.0,965.0,1247.0,1515.0,589.0,738.0,35.0,45.0,1198.0,1389.0,1188.0,1423.0,774.0,1109.0,4996.0,6174.0,1.0,191,03630000000767,M56c,395964.0,M,M56,6.0
Sportpark Middenmeer Noord,BU03635604,250.0,5.0,200.0,50.0,5.0,0.0,10.0,165.0,15.0,5.0,10.0,5.0,250.0,36.0,212.0,0.0,2.0,0.0,11.0,4.0,13.0,2.0,136.0,11.0,40.0,69.0,2.0,20.0,1.0,2.0,11.0,52.0,10.0,38.0,202.0,235.0,265.0,414.0,,302,03630000000769,M56e,251010.0,M,M56,
Sportpark Voorland,BU03635606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,23.0,0.0,12.0,,,2.0,3.0,4.0,56.0,1.0,16.0,10.0,110.0,,192,03630000000771,M56g,269470.0,M,M56,
Park de Meer,BU03635605,1650.0,220.0,240.0,340.0,630.0,230.0,245.0,420.0,95.0,15.0,100.0,40.0,1651.0,333.0,224.0,237.0,627.0,230.0,98.0,16.0,96.0,39.0,169.0,246.0,317.0,387.0,201.0,318.0,26.0,55.0,218.0,311.0,571.0,713.0,211.0,277.0,1518.0,2006.0,2.0,303,03630000000770,M56f,263651.0,M,M56,4.0
P.C. Hooftbuurt,BU03634701,790.0,100.0,85.0,270.0,215.0,130.0,320.0,100.0,5.0,5.0,5.0,15.0,790.0,132.0,119.0,198.0,212.0,129.0,6.0,5.0,4.0,12.0,71.0,320.0,107.0,215.0,121.0,216.0,1.0,5.0,166.0,320.0,186.0,343.0,102.0,207.0,682.0,1301.0,3.0,455,03630000000808,K47b,113855.0,K,K47,3.0
Science Park Zuid,BU03635608,265.0,5.0,160.0,90.0,15.0,10.0,35.0,160.0,0.0,0.0,10.0,5.0,266.0,32.0,199.0,16.0,11.0,8.0,8.0,1.0,1.0,6.0,143.0,34.0,32.0,56.0,8.0,8.0,,1.0,16.0,44.0,11.0,11.0,199.0,546.0,266.0,665.0,1.0,219,03630000000773,M56i,848728.0,M,M56,1.0
Betondorp,BU03635700,3250.0,400.0,275.0,900.0,895.0,795.0,410.0,855.0,200.0,30.0,225.0,60.0,3257.0,537.0,348.0,688.0,892.0,792.0,224.0,30.0,199.0,59.0,344.0,410.0,542.0,636.0,820.0,868.0,107.0,129.0,701.0,751.0,937.0,1055.0,360.0,399.0,3360.0,3709.0,9.0,305,03630000000774,M57a,457979.0,M,M57,11.0
Nieuwe Oosterbegraafplaats,BU03635701,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,117.0,4.0,194.0,,10.0,21.0,133.0,16.0,195.0,4.0,96.0,55.0,735.0,1.0,306,03630000000775,M57b,394104.0,M,M57,8.0
Drieburg,BU03635702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,2.0,1.0,3.0,,,0.0,4.0,0.0,4.0,0.0,2.0,1.0,15.0,,307,03630000000776,M57c,281819.0,M,M57,
Weespertrekvaart,BU03635801,1365.0,35.0,665.0,585.0,75.0,10.0,340.0,350.0,25.0,70.0,80.0,25.0,1365.0,119.0,983.0,178.0,75.0,10.0,80.0,69.0,26.0,22.0,161.0,330.0,117.0,141.0,9.0,16.0,2.0,3.0,178.0,250.0,70.0,102.0,982.0,1284.0,1356.0,1793.0,6.0,220,03630000000778,M58b,482454.0,M,M58,10.0
Amstelglorie,BU03635804,75.0,15.0,10.0,20.0,30.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,79.0,17.0,6.0,14.0,28.0,14.0,0.0,0.0,0.0,0.0,4.0,14.0,18.0,21.0,15.0,21.0,,,14.0,15.0,33.0,46.0,6.0,6.0,86.0,109.0,,309,03630000000781,M58e,506330.0,M,M58,3.0
De Omval,BU03635807,730.0,65.0,40.0,325.0,185.0,130.0,255.0,135.0,0.0,5.0,10.0,20.0,734.0,79.0,115.0,231.0,181.0,128.0,8.0,3.0,0.0,19.0,104.0,254.0,83.0,171.0,128.0,180.0,,30.0,232.0,396.0,183.0,298.0,113.0,323.0,739.0,1368.0,,311,03630023753954,M58h,147934.0,M,M58,8.0
Science Park Noord,BU03635607,2670.0,160.0,1260.0,970.0,235.0,50.0,1000.0,545.0,40.0,25.0,75.0,40.0,2671.0,550.0,1354.0,483.0,235.0,49.0,72.0,24.0,37.0,39.0,402.0,964.0,571.0,810.0,56.0,159.0,14.0,69.0,519.0,813.0,258.0,492.0,1371.0,1613.0,2775.0,3887.0,8.0,304,03630000000772,M56h,417848.0,M,M56,30.0
Amstelkwartier Zuid,BU03635808,30.0,0.0,5.0,10.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,33.0,0.0,10.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,8.0,16.0,,,3.0,6.0,6.0,11.0,9.0,18.0,26.0,51.0,,312,03630023754002,M58i,243471.0,M,M58,
Amstelkwartier West,BU03635809,705.0,5.0,310.0,360.0,20.0,15.0,190.0,165.0,10.0,10.0,25.0,10.0,710.0,37.0,566.0,72.0,20.0,15.0,26.0,8.0,9.0,11.0,122.0,178.0,35.0,40.0,17.0,27.0,,,73.0,87.0,19.0,30.0,567.0,572.0,711.0,756.0,3.0,222,03630023754003,M58j,255482.0,M,M58,3.0
Overamstel,BU03635805,40.0,5.0,5.0,20.0,20.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,43.0,7.0,8.0,12.0,16.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,7.0,7.0,0.0,1.0,,,12.0,12.0,16.0,16.0,8.0,8.0,43.0,44.0,1.0,221,03630000000782,M58f,1193202.0,M,M58,1.0
Van der Pekbuurt,BU03636000,4845.0,855.0,565.0,1720.0,1295.0,425.0,600.0,2375.0,800.0,70.0,335.0,300.0,4844.0,1095.0,828.0,1206.0,1292.0,423.0,334.0,68.0,797.0,299.0,879.0,598.0,1086.0,1173.0,421.0,469.0,381.0,402.0,1214.0,1316.0,1276.0,1373.0,831.0,892.0,4828.0,5223.0,33.0,474,03630000000640,N60a,579363.0,N,N60,46.0
Amstelkwartier Noord,BU03635806,1835.0,180.0,415.0,985.0,220.0,45.0,315.0,305.0,40.0,30.0,50.0,35.0,1836.0,211.0,857.0,505.0,218.0,45.0,48.0,27.0,38.0,35.0,153.0,315.0,215.0,226.0,46.0,58.0,10.0,10.0,507.0,554.0,222.0,235.0,857.0,968.0,1847.0,2041.0,5.0,310,03630023754001,M58g,368220.0,M,M58,14.0
Prinses Irenebuurt,BU03635900,1335.0,270.0,120.0,320.0,330.0,315.0,400.0,190.0,15.0,10.0,15.0,15.0,1337.0,324.0,126.0,250.0,326.0,311.0,12.0,7.0,13.0,16.0,139.0,398.0,326.0,487.0,315.0,462.0,2.0,3.0,260.0,439.0,330.0,500.0,130.0,266.0,1361.0,2154.0,10.0,57,03630000000842,K59a,266442.0,K,K59,11.0
Bloemenbuurt Zuid,BU03636001,2410.0,450.0,240.0,695.0,660.0,375.0,270.0,930.0,215.0,45.0,210.0,80.0,2415.0,559.0,274.0,548.0,660.0,374.0,210.0,44.0,215.0,81.0,381.0,269.0,542.0,666.0,369.0,458.0,88.0,104.0,542.0,703.0,652.0,812.0,276.0,390.0,2381.0,3029.0,8.0,313,03630000000641,N60b,370908.0,N,N60,12.0
Beatrixpark,BU03635901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,46.0,1.0,87.0,,,3.0,35.0,2.0,82.0,0.0,35.0,8.0,285.0,,76,03630000000843,K59b,166607.0,K,K59,
Tuindorp Nieuwendam West,BU03636200,1045.0,125.0,90.0,220.0,315.0,305.0,130.0,175.0,45.0,5.0,45.0,15.0,1042.0,169.0,80.0,177.0,311.0,305.0,42.0,4.0,44.0,15.0,67.0,122.0,170.0,289.0,292.0,377.0,18.0,20.0,174.0,272.0,311.0,442.0,81.0,132.0,1028.0,1512.0,1.0,317,03630000000647,N62a,119772.0,N,N62,2.0
IJplein e.o.,BU03636100,2500.0,305.0,250.0,815.0,775.0,365.0,350.0,1115.0,325.0,30.0,215.0,145.0,2505.0,412.0,382.0,573.0,774.0,364.0,215.0,31.0,325.0,143.0,404.0,350.0,421.0,587.0,367.0,436.0,158.0,202.0,594.0,803.0,795.0,974.0,403.0,513.0,2580.0,3313.0,15.0,314,03630000000643,N61a,397489.0,N,N61,27.0
Bloemenbuurt Noord,BU03636002,2385.0,345.0,190.0,720.0,725.0,420.0,315.0,590.0,85.0,20.0,165.0,75.0,2387.0,425.0,283.0,540.0,723.0,416.0,164.0,18.0,82.0,76.0,254.0,309.0,453.0,620.0,431.0,555.0,48.0,60.0,552.0,700.0,746.0,961.0,283.0,362.0,2465.0,3198.0,11.0,475,03630000000642,N60c,362666.0,N,N60,15.0
Vogelbuurt Zuid,BU03636101,4315.0,735.0,510.0,1530.0,1080.0,475.0,605.0,2080.0,695.0,85.0,385.0,185.0,4314.0,957.0,704.0,1103.0,1077.0,473.0,383.0,83.0,694.0,185.0,735.0,603.0,936.0,1048.0,462.0,541.0,336.0,367.0,1061.0,1268.0,1040.0,1231.0,662.0,817.0,4161.0,4905.0,32.0,315,03630000000644,N61b,341957.0,N,N61,36.0
Buiksloterdijk West,BU03636400,145.0,35.0,20.0,30.0,50.0,30.0,25.0,5.0,0.0,0.0,0.0,0.0,149.0,44.0,6.0,24.0,48.0,27.0,0.0,1.0,0.0,0.0,2.0,23.0,9.0,68.0,5.0,42.0,,2.0,5.0,40.0,15.0,78.0,1.0,14.0,35.0,242.0,,320,03630000000650,N64a,26457.0,N,N64,6.0
