index,Buurtcode,ois_totalpop,ois_children,ois_students,ois_mobadults,ois_nmobadults,ois_elderly,ois_sur,ois_ant,ois_mar,ois_tur,ois_wester,ois_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobadults,ois_gc1_2018_mobadults,ois_gc_2018_nmobadults,ois_gc1_2018_nmobadults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_sur,ois_gc1_2018_sur,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,ois_gc1_2018_tur,Buurtnaam,Wijkcode,Stadsdeelc,Oppervlakt,BuurtID,sdnaam,gebiedcode,gebiednaam,totalpop,Children,Students,MobileAdul,NotMobileA,Elderly,l10_sur,l10_ant,l10_tur,l10_mar,l10_wester,l10_nonwes,autoch,ois_gc2_l1_totalpop,ois_gc2_l2_children,ois_gc2_l3_students,ois_gc2_l4_mobile_adults,ois_gc2_l5_not_mobile_adults,ois_gc2_l6_elderly,ois_gc2_tur,ois_gc2_mar,ois_gc2_ant,ois_gc2_sur
0,A00b,704,44,281,183,139,57,14,7,4,7,82,247,56,156,66,179,3,8,210,669,147,421,288,826,8,26,767,2251,6,0,11,Oude Kerk e.o.,A00,A,92626,3.63E+12,A Centrum,A00b Oude Kerk e.o.,Oude Kerk e.o.,704,44,281,183,139,57,14,7,7,4,82,247,343,796.2746609,54.58450207,310.6329812,220.3949646,145.7852079,64.87700508,5.02059626,2.807908971,2.972919001,9.131023185
1,A00d,352,26,127,109,64,26,2,2,1,3,28,122,28,50,33,50,,1,89,179,67,117,132,233,1,2,349,629,,1,3,Nes e.o.,A00,A,57840,3.63E+12,A Centrum,A00d Nes e.o.,Nes e.o.,352,26,127,109,64,26,2,2,3,1,28,122,194,322.3567812,26.97963787,120.5232736,84.76725334,61.44877824,28.63783816,0.694855175,0.172632743,0.678026989,0.850659732
2,A00e,629,57,176,162,155,79,12,5,10,5,65,173,67,139,79,184,5,8,196,412,162,369,181,479,6,9,685,1583,8,2,14,BG-terrein e.o.,A00,A,101289,3.63E+12,A Centrum,A00e BG-terrein e.o.,BG-terrein e.o.,629,57,176,162,155,79,12,5,5,10,65,173,359,758.2504944,70.39503621,211.2008528,207.3277543,179.8510186,89.47583246,6.41923976,5.449158031,3.895396307,6.101312312
3,A01a,2,0,2,0,0,0,0,0,0,0,0,2,0,11,0,17,,,0,55,0,37,2,41,,1,2,161,,3,4,Stationsplein e.o.,A01,A,260454,3.63E+12,A Centrum,A01a Stationsplein e.o.,Stationsplein e.o.,2,0,2,0,0,0,0,0,0,0,0,2,0,3.070069217,0.075986986,1.900846982,0.594870121,0.272717669,0.225647459,0.031832659,,,0.004107222
4,A01b,603,33,195,219,120,36,15,7,4,4,74,229,38,132,47,148,3,4,248,542,131,387,235,462,9,17,699,1671,3,4,8,Hemelrijk,A01,A,62958,3.63E+12,A Centrum,A01b Hemelrijk,Hemelrijk,603,33,195,219,120,36,15,7,4,4,74,229,270,638.8469658,46.0764766,202.1197431,214.2128479,131.2763786,45.16151966,2.609727237,2.287435407,3.893777715,8.791179735
5,A01c,466,28,180,147,90,21,10,2,3,6,79,182,38,77,23,69,,2,194,427,109,234,187,442,5,11,551,1249,5,5,10,Nieuwendijk Noord,A01,A,65985,3.63E+12,A Centrum,A01c Nieuwendijk Noord,Nieuwendijk Noord,466,28,180,147,90,21,10,2,6,3,79,182,184,513.712446,34.48503321,182.8522861,175.6948129,99.05401327,21.62630053,5.075849062,0.064082454,1.770223757,5.728412293
6,A01d,813,65,266,264,149,69,14,5,5,9,94,316,68,200,68,212,4,6,294,765,157,482,277,621,2,11,864,2280,10,6,16,Spuistraat Noord,A01,A,56815,3.63E+12,A Centrum,A01d Spuistraat Noord,Spuistraat Noord,813,65,266,264,149,69,14,5,9,5,94,316,370,810.6634761,63.46761121,248.8258573,275.8302351,152.5871858,69.95258664,8.148472121,2.975294057,4.690964588,2.710570059
7,A01e,826,71,263,311,140,41,16,6,9,10,100,310,53,114,27,80,2,7,206,540,99,260,196,518,4,7,581,1512,4,7,14,Nieuwe Kerk e.o.,A01,A,84135,3.63E+12,A Centrum,A01e Nieuwe Kerk e.o.,Nieuwe Kerk e.o.,826,71,263,311,140,41,16,6,10,9,100,310,375,811.3479,68.25934812,267.7325353,291.926,141.6597009,41.77031565,6.267389905,3.308770337,1.383312386,4.288531969
8,A01f,731,75,225,208,161,62,7,5,5,6,89,279,75,134,49,168,2,5,172,397,135,363,153,404,3,6,584,1466,2,8,7,Spuistraat Zuid,A01,A,67125,3.63E+12,A Centrum,A01f Spuistraat Zuid,Spuistraat Zuid,731,75,225,208,161,62,7,5,6,5,89,279,340,720.3218141,78.59013395,197.467919,207.4371098,167.8939086,68.93274272,2.761695801,2.737965944,2.7146309,3.773483285
9,A01g,425,19,133,130,71,72,6,3,7,4,55,131,29,62,76,103,2,3,162,248,102,161,195,291,3,5,564,865,3,9,5,Begijnhofbuurt,A01,A,70628,3.63E+12,A Centrum,A01g Begijnhofbuurt,Begijnhofbuurt,425,19,133,130,71,72,6,3,4,7,55,131,219,420.5949578,24.55807379,148.7471203,126.0643171,69.4614909,51.76395575,2.519191196,1.455934373,1.473617061,2.232304222
10,A01h,264,20,107,72,50,15,3,2,0,6,27,107,24,71,24,92,,4,91,214,60,177,131,261,1,5,330,815,7,10,10,Kalverdriehoek,A01,A,60360,3.63E+12,A Centrum,A01h Kalverdriehoek,Kalverdriehoek,264,20,107,72,50,15,3,2,6,0,27,107,119,335.0403377,23.03002307,127.0077469,90.79297574,63.77742865,30.43216334,5.804779805,0.098007684,3,1.098007684
11,A02a,1843,225,323,397,507,391,18,9,1,7,125,557,231,444,391,642,2,5,418,919,517,1015,318,702,8,20,1875,3722,6,11,19,Langestraat e.o.,A02,A,123303,3.63E+12,A Centrum,A02a Langestraat e.o.,Langestraat e.o.,1843,225,323,397,507,391,18,9,7,1,125,557,1126,1727.134707,207.1277304,301.9364713,382.8104356,476.2901196,358.96995,5.836531295,1.996350637,1.212375335,6.912024995
12,A02c,2037,202,435,478,611,311,19,14,5,21,156,688,200,350,335,495,5,11,480,799,618,946,433,704,8,17,2066,3294,10,12,18,Felix Meritisbuurt,A02,A,203149,3.63E+12,A Centrum,A02c Felix Meritisbuurt,Felix Meritisbuurt,2037,202,435,478,611,311,19,14,21,5,156,688,1134,1984.252945,196.6319276,415.0930215,459.4469417,595.4651411,317.6159136,9.881355178,4.457969334,8.487250418,8.451249903
13,A02d,684,68,162,145,193,116,4,7,1,9,64,210,64,137,124,208,1,3,169,313,206,387,159,331,5,6,722,1376,5,13,7,Leidsegracht Noord,A02,A,69132,3.63E+12,A Centrum,A02d Leidsegracht Noord,Leidsegracht Noord,684,68,162,145,193,116,4,7,9,1,64,210,389,736.0429921,69.76528516,166.272261,170.1082126,209.6676494,120.229584,4.305107019,1.12862085,5.371124641,4.759492491
14,A03a,813,115,159,232,202,105,9,8,4,16,92,295,111,214,100,241,2,4,206,486,191,397,149,426,5,12,757,1764,15,14,22,Spiegelbuurt,A03,A,94248,3.63E+12,A Centrum,A03a Spiegelbuurt,Spiegelbuurt,813,115,159,232,202,105,9,8,16,4,92,295,389,831.9077348,116.1746593,173.0717621,230.3215228,202.2221792,110.1176113,14.24148312,2.425460521,2.908390447,5.571819752
15,A03b,131,13,30,30,31,27,2,1,0,0,8,38,14,62,20,51,,2,38,174,31,115,50,161,1,3,153,563,,15,5,Gouden Bocht,A03,A,55508,3.63E+12,A Centrum,A03b Gouden Bocht,Gouden Bocht,131,13,30,30,31,27,2,1,0,0,8,38,82,170.1667509,15.56869759,52.37606497,47.11048901,31.43989799,23.67160133,0.218111732,0.315110364,,1.463767028
16,A03c,1428,195,283,321,371,258,5,11,6,13,88,417,179,352,243,440,,4,295,574,336,637,232,537,4,9,1285,2540,5,16,17,Van Loonbuurt,A03,A,153311,3.63E+12,A Centrum,A03c Van Loonbuurt,Van Loonbuurt,1428,195,283,321,371,258,5,11,13,6,88,417,888,1412.435341,195.4204694,267.9389799,319.7172372,373.1486114,256.210043,8.47168,1.164557837,6.560958027,4.625484978
17,A03d,1507,224,290,289,466,238,17,7,5,20,116,413,254,332,272,337,3,3,320,479,502,666,314,438,9,10,1662,2252,17,17,22,Amstelveldbuurt,A03,A,147871,3.63E+12,A Centrum,A03d Amstelveldbuurt,Amstelveldbuurt,1507,224,290,289,466,238,17,7,20,5,116,413,929,1553.600052,234.2712263,296.4849418,312.1891834,467.0501346,243.6045659,15.65517039,2.552709939,7.457274427,8.056619224
18,A03e,476,26,166,160,83,41,1,3,5,7,84,179,33,60,54,96,5,6,177,261,111,201,177,265,1,2,552,883,6,18,13,Rembrandtpleinbuurt,A03,A,76817,3.63E+12,A Centrum,A03e Rembrandtpleinbuurt,Rembrandtpleinbuurt,476,26,166,160,83,41,1,3,7,5,84,179,197,469.0642854,27.94970513,157.3691945,154.5637581,88.15197232,41.02965543,4.332732411,3.752674076,1.579670312,1.039406285
19,A03f,379,29,173,117,51,9,3,6,0,7,86,151,26,51,11,34,1,4,103,176,43,116,146,236,,1,329,613,2,19,5,Reguliersbuurt,A03,A,45477,3.63002E+12,A Centrum,A03f Reguliersbuurt,Reguliersbuurt,379,29,173,117,51,9,3,6,7,0,86,151,126,266.5495366,20.53923455,118.237601,75.04191779,40.65398372,12.07679955,2.277856552,0.822985735,0.499142258,0.337312693
20,A03g,649,74,141,160,173,101,7,1,3,1,50,226,71,159,96,205,2,3,140,408,172,415,151,407,4,5,630,1594,2,20,12,Leidsegracht Zuid,A03,A,68646,3.63002E+12,A Centrum,A03g Leidsegracht Zuid,Leidsegracht Zuid,649,74,141,160,173,101,7,1,1,3,50,226,361,620.0478792,69.4442769,143.0208249,146.2856728,167.5590965,93.73800809,2.538716342,1.741992789,2.263306424,3.437903556
21,A04a,474,65,72,157,132,48,34,4,16,11,51,123,65,66,48,50,7,7,157,159,132,139,72,74,25,25,474,488,7,21,7,Oosterdokseiland,A04,A,242942,3.63E+12,A Centrum,A04a Oosterdokseiland,Oosterdokseiland,474,65,72,157,132,48,34,4,11,16,51,123,235,471.8536432,64.79360563,72.02443823,156.444084,131.5791388,47.0123766,6.951637144,7,3,25
22,A04b,736,75,227,166,164,104,8,2,2,4,43,217,68,152,87,189,1,4,157,310,156,322,218,325,2,4,686,1298,1,22,5,Scheepvaarthuisbuurt,A04,A,107779,3.63E+12,A Centrum,A04b Scheepvaarthuisbuurt,Scheepvaarthuisbuurt,736,75,227,166,164,104,8,2,4,2,43,217,460,742.907041,76.01136888,229.1491963,171.80003,168.9565473,96.98989853,1.351950508,1.400475167,1.544379468,2.540338863
23,A04c,991,144,321,200,233,93,22,10,13,15,120,334,137,207,97,185,2,7,187,354,214,387,320,428,11,19,955,1561,11,23,12,Rapenburg,A04,A,165937,3.63E+12,A Centrum,A04c Rapenburg,Rapenburg,991,144,321,200,233,93,22,10,15,13,120,334,477,923.8802811,129.3709745,296.9908348,189.273672,215.5356414,92.7091584,9.331741804,3.385746712,3.811563281,11.04147994
24,A04d,1068,121,222,258,310,157,10,7,11,8,78,273,147,308,181,435,5,8,324,726,361,791,244,642,9,28,1257,2902,6,24,16,Lastage,A04,A,77809,3.63E+12,A Centrum,A04d Lastage,Lastage,1068,121,222,258,310,157,10,7,8,11,78,273,681,1137.687215,130.0000155,227.8358916,290.8837562,324.2492973,164.7182549,5.930356885,3.713521965,1.914454425,7.723869258
25,A04e,1632,176,231,287,534,404,62,14,12,9,140,398,159,255,391,521,4,7,259,550,506,818,227,493,32,43,1542,2637,7,25,15,Nieuwmarkt,A04,A,71274,3.63E+12,A Centrum,A04e Nieuwmarkt,Nieuwmarkt,1632,176,231,287,534,404,62,14,9,12,140,398,997,1588.948753,167.9995274,247.2571964,282.6676186,513.048388,377.9760222,7.600823128,4.639710431,9.772049387,32.31583769
26,A04f,1179,114,197,307,374,187,26,9,10,18,183,299,118,361,182,591,9,16,324,674,387,1034,199,559,16,55,1210,3219,13,26,26,Uilenburg,A04,A,106902,3.63E+12,A Centrum,A04f Uilenburg,Uilenburg,1179,114,197,307,374,187,26,9,18,10,183,299,634,1254.293671,124.2557437,205.9234236,317.16566,407.1450814,199.8037622,13.01201016,7.258273047,8.078571717,18.91305256
27,A05b,1513,180,303,369,423,238,35,5,22,13,145,398,207,328,226,419,12,14,394,656,443,767,327,541,34,41,1597,2711,12,27,16,Haarlemmerbuurt Oost,A05,A,101365,3.63E+12,A Centrum,A05b Haarlemmerbuurt Oost,Haarlemmerbuurt Oost,1513,180,303,369,423,238,35,5,13,22,145,398,895,1693.020802,211.7886217,346.5206017,417.2899646,467.6204151,249.8011991,12.16484187,12.08378157,5.236933304,33.71583049
28,A05c,2481,330,440,552,736,423,96,25,77,32,240,622,299,454,392,593,36,42,492,862,668,1118,401,633,54,64,2252,3660,16,28,22,Haarlemmerbuurt West,A05,A,117354,3.63E+12,A Centrum,A05c Haarlemmerbuurt West,Haarlemmerbuurt West,2481,330,440,552,736,423,96,25,32,77,240,622,1389,2325.320253,302.2263706,418.3024093,526.556745,692.8242662,385.4104614,16.92737769,30.46634152,16.47994796,47.78542148
29,A05d,2907,404,470,597,944,492,70,18,51,13,275,713,403,672,470,759,16,92,561,1129,915,1422,428,755,40,91,2777,4737,6,29,20,Westelijke eilanden,A05,A,216560,3.63E+12,A Centrum,A05d Westelijke Eilanden,Westelijke Eilanden,2907,404,470,597,944,492,70,18,13,51,275,713,1767,3106.946022,445.2966296,490.4969545,666.9812205,988.8936382,515.2775792,8.866137537,32.49953028,12.68633217,49.75102388
30,A05f,336,24,62,144,79,27,14,6,2,2,30,105,25,132,45,147,4,13,169,412,103,340,102,263,4,13,444,1294,2,30,10,Planciusbuurt Noord,A05,A,24120,3.63002E+12,A Centrum,A05f Planciusbuurt Noord,Planciusbuurt Noord,336,24,62,144,79,27,14,6,2,2,30,105,177,401.3460293,32.47706306,83.8560811,143.7388165,96.96649664,44.30757196,3.511496549,4.133412227,4.07140054,3.698144786
31,A05g,156,15,20,37,62,22,12,3,3,0,17,28,1,46,8,151,,9,4,103,12,183,5,95,,20,30,578,,31,2,Planciusbuurt Zuid,A05,A,17346,3.63002E+12,A Centrum,A05g Planciusbuurt Zuid,Planciusbuurt Zuid,156,15,20,37,62,22,12,3,0,3,17,28,93,97.81622379,8.442293495,10.36263449,20.0614844,35.30429063,23.64552078,0.458008378,1.318412681,0.018855468,4.201310835
32,A06a,2722,283,565,731,754,389,51,21,34,20,230,724,318,600,425,835,24,47,844,1318,872,1522,642,1016,32,72,3101,5291,16,32,31,Driehoekbuurt,A06,A,106085,3.63E+12,A Centrum,A06a Driehoekbuurt,Driehoekbuurt,2722,283,565,731,754,389,51,21,20,34,230,724,1642,2766.941592,288.5816578,562.3129409,739.9123607,780.2827003,395.8519322,14.37923185,23.15381969,12.59394007,33.98698017
33,A06c,2933,397,528,738,783,487,43,24,32,39,219,830,391,594,486,787,16,28,742,1237,776,1328,564,1012,28,67,2959,4958,20,33,40,Bloemgrachtbuurt,A06,A,127086,3.63E+12,A Centrum,A06c Bloemgrachtbuurt,Bloemgrachtbuurt,2933,397,528,738,783,487,43,24,39,32,219,830,1746,2879.3258,380.8103225,543.3322621,725.8715419,761.0366168,468.275057,24.33950723,15.39451236,11.00042742,27.83545859
34,A06d,1468,169,262,363,428,246,82,9,50,25,146,340,135,410,178,612,18,66,321,893,363,1061,222,629,37,79,1219,3605,10,34,22,Marnixbuurt Noord,A06,A,72098,3.63E+12,A Centrum,A06d Marnixbuurt Noord,Marnixbuurt Noord,1468,169,262,363,428,246,82,9,25,50,146,340,816,1319.016213,153.0928582,237.1467402,343.0499415,384.9148353,200.8118381,10.02017982,20.28149424,5.644470643,34.00048103
35,A06e,939,59,283,327,198,72,52,14,36,14,133,233,33,219,62,350,13,29,154,680,129,596,125,535,21,48,503,2380,4,35,17,Zaagpoortbuurt,A06,A,37945,3.63E+12,A Centrum,A06e Zaagpoortbuurt,Zaagpoortbuurt,939,59,283,327,198,72,52,14,14,36,133,233,457,731.5700298,52.51812111,198.6137425,222.0026895,179.6351318,78.80034476,5.589074265,12.92015044,6.931569003,20.54487608
36,A06f,194,21,56,73,30,14,7,2,1,2,23,56,19,110,11,156,1,17,58,284,24,223,46,228,3,15,158,1001,1,36,8,Marnixbuurt Midden,A06,A,21592,3.63E+12,A Centrum,A06f Marnixbuurt Midden,Marnixbuurt Midden,194,21,56,73,30,14,7,2,2,1,23,56,103,206.9045952,22.89771235,55.7077455,72.17259082,35.59373876,20.53280772,1.624723254,2.044603487,0.220931627,3.424553898
37,A06g,4330,484,817,1097,1215,717,102,44,91,56,342,1218,467,654,680,962,37,53,1055,1532,1132,1629,782,1233,51,68,4116,6010,42,37,53,Elandsgrachtbuurt,A06,A,207916,3.63E+12,A Centrum,A06g Elandsgrachtbuurt,Elandsgrachtbuurt,4330,484,817,1097,1215,717,102,44,56,91,342,1218,2477,4168.410913,469.4045753,802.3408368,1058.742051,1153.827767,684.0956829,37.70852694,37.97129749,20.55057752,50.86814904
38,A06h,864,74,156,213,250,171,14,15,9,12,60,244,70,120,174,326,3,12,219,407,241,396,165,336,4,6,869,1585,6,38,12,Passeerdersgrachtbuurt,A06,A,54676,3.63E+12,A Centrum,A06h Passeerdersgrachtbuurt,Passeerdersgrachtbuurt,864,74,156,213,250,171,14,15,12,9,60,244,510,770.3437344,61.36704531,143.1704141,190.1081446,213.6052045,162.0929258,4.77283653,3.879841154,10.38413472,4.430310749
39,A04g,1212,137,242,229,348,256,36,9,9,10,119,359,144,221,269,349,5,10,232,432,352,550,248,360,27,35,1245,1912,8,39,21,Valkenburg,A04,A,73586,3.63E+12,A Centrum,A04g Valkenburg,Valkenburg,1212,137,242,229,348,256,36,9,10,9,119,359,670,1192.458947,137.7645187,236.2223093,229.2703448,338.2913942,250.9103803,9.119416335,5.667085703,4.932554863,25.01874246
40,A04h,1509,110,306,309,484,300,35,7,13,21,140,385,110,207,296,600,5,8,320,541,485,829,305,507,19,39,1516,2684,15,40,25,Zuiderkerkbuurt,A04,A,91024,3.63E+12,A Centrum,A04h Zuiderkerkbuurt,Zuiderkerkbuurt,1509,110,306,309,484,300,35,7,21,13,140,385,908,1451.72045,105.327997,292.0144344,294.3279556,467.8011164,292.2489468,13.86865986,5.004765574,4.405052952,18.63408056
41,A04i,875,95,169,203,256,152,24,7,8,6,94,240,94,142,157,306,4,39,207,405,258,524,178,299,14,54,894,1676,6,41,18,Waterloopleinbuurt,A04,A,129562,3.63E+12,A Centrum,A04i Waterloopleinbuurt,Waterloopleinbuurt,875,95,169,203,256,152,24,7,6,8,94,240,496,858.6720355,88.50099566,164.2409271,199.5819789,251.3770408,154.971093,6.839401812,6.844451101,2.25338786,16.76149376
42,T94a,2201,736,477,524,433,31,787,98,70,95,414,246,746,1030,35,126,26,36,528,763,446,833,486,622,410,720,2241,3374,37,42,41,E-buurt,T94,T,319377,3.63E+12,T Zuidoost,T94a E-buurt,E-buurt,2201,736,477,524,433,31,787,98,95,70,414,246,491,2215.352695,737.3975468,476.9762748,522.8645228,442.6273844,35.48696634,35.96006601,25.99620854,65.59650255,405.556672
43,A06k,2101,296,343,457,641,364,27,13,26,12,135,533,290,531,388,784,19,35,428,936,594,1315,328,747,9,34,2028,4313,5,43,19,Anjeliersbuurt Noord,A06,A,98834,3.63002E+12,A Centrum,A06k Anjeliersbuurt Noord,Anjeliersbuurt Noord,2101,296,343,457,641,364,27,13,12,26,135,533,1355,2157.454703,292.6828873,364.8664303,464.1438151,650.1073748,385.6541955,6.981581145,19.14399741,7.940926871,12.30159709
44,A06l,2957,338,437,672,981,529,75,21,38,17,227,744,363,578,571,901,18,36,774,1216,1066,1588,489,1043,48,72,3263,5326,14,44,24,Anjeliersbuurt Zuid,A06,A,119608,3.63002E+12,A Centrum,A06l Anjeliersbuurt Zuid,Anjeliersbuurt Zuid,2957,338,437,672,981,529,75,21,17,38,227,744,1835,3000.509773,338.5243964,465.4723946,702.1480062,961.8770941,532.4878821,11.89534555,16.27126829,15.21060672,44.49886769
45,A07a,258,12,85,87,55,19,0,2,1,2,38,88,17,55,15,81,,2,92,212,54,159,80,181,,3,258,688,,45,2,Leidsebuurt Noordwest,A07,A,28538,3.63E+12,A Centrum,A07a Leidsebuurt Noordwest,Leidsebuurt Noordwest,258,12,85,87,55,19,0,2,2,1,38,88,127,289.8239503,19.14020245,85.26420169,97.1090454,62.07774601,26.23275472,0.659184437,0.417298682,1.32281356,0.214787974
46,A07b,146,18,41,44,27,16,0,0,2,1,26,60,19,64,14,86,2,3,53,222,34,155,60,212,,,180,739,1,46,4,Leidsebuurt Zuidwest,A07,A,32561,3.63E+12,A Centrum,A07b Leidsebuurt Zuidwest,Leidsebuurt Zuidwest,146,18,41,44,27,16,0,0,1,2,26,60,57,150.2447856,15.75989994,48.60308024,44.42572415,27.30703881,14.14904241,0.707463767,1.620438208,0.670182028,
47,A07c,990,73,410,284,152,71,17,9,6,15,132,320,76,156,79,165,4,6,288,494,163,334,405,570,9,12,1011,1719,13,47,22,Leidsebuurt Noordoost,A07,A,61554,3.63E+12,A Centrum,A07c Leidsebuurt Noordoost,Leidsebuurt Noordoost,990,73,410,284,152,71,17,9,15,6,132,320,491,913.1945334,70.99900834,370.1844172,257.8829582,148.1286189,65.99953077,12.48644357,3.491010276,6.871340892,8.04622276
48,A07d,308,40,80,70,79,39,9,5,2,0,35,88,31,73,35,81,2,4,68,199,65,149,78,237,1,3,277,739,1,48,6,Leidsebuurt Zuidoost,A07,A,51102,3.63E+12,A Centrum,A07d Leidsebuurt Zuidoost,Leidsebuurt Zuidoost,308,40,80,70,79,39,9,5,0,2,35,88,169,295.8601353,31.9546475,83.43522501,76.38762948,67.91019263,36.17244072,1.766219029,2.031989635,2.989544374,1.23713842
49,A07e,2420,335,583,703,520,279,28,12,18,26,193,730,325,472,250,483,9,18,666,973,479,793,569,822,15,23,2289,3543,23,49,27,Weteringbuurt,A07,A,136285,3.63E+12,A Centrum,A07e Weteringbuurt,Weteringbuurt,2420,335,583,703,520,279,28,12,26,18,193,730,1413,2289.737078,313.6955065,567.7732973,650.5661662,485.6858259,272.0162823,19.26757756,9.335017995,10.43273906,13.65804302
50,A07f,1064,171,189,248,278,178,14,10,6,7,85,291,150,354,160,333,3,15,233,629,257,583,170,454,6,16,970,2353,2,50,15,Den Texbuurt,A07,A,112848,3.63E+12,A Centrum,A07f Den Texbuurt,Den Texbuurt,1064,171,189,248,278,178,14,10,7,6,85,291,651,1130.098813,174.456934,202.1476653,282.2754704,297.8042297,173.414514,5.78612606,4.322130402,3.563071113,7.216180923
51,A07g,1156,150,197,263,348,198,16,12,3,11,66,328,142,272,191,334,1,8,258,448,343,605,198,330,8,14,1132,1989,7,51,13,Utrechtsebuurt Zuid,A07,A,68784,3.63E+12,A Centrum,A07g Utrechtsebuurt Zuid,Utrechtsebuurt Zuid,1156,150,197,263,348,198,16,12,11,3,66,328,720,1062.078994,137.0459659,170.5408905,240.3478729,324.6414881,189.5027767,7.098917983,2.408386873,5.235470842,7.863827188
52,A07h,916,139,129,236,270,142,15,9,8,6,68,266,159,232,161,239,8,8,259,403,305,450,172,281,6,9,1056,1605,3,52,8,Frederikspleinbuurt,A07,A,155982,3.63E+12,A Centrum,A07h Frederikspleinbuurt,Frederikspleinbuurt,916,139,129,236,270,142,15,9,6,8,68,266,544,946.5538598,138.2659911,160.9432569,231.9737815,271.6459866,143.7248437,2.717396976,5.207945936,5.673766387,5.408590658
53,A08a,3327,350,763,795,841,578,136,21,74,27,341,889,350,512,588,798,48,50,815,1093,863,1215,756,1079,98,107,3372,4697,17,53,23,Weesperbuurt,A08,A,279121,3.63E+12,A Centrum,A08a Weesperbuurt,Weesperbuurt,3327,350,763,795,841,578,136,21,27,74,341,889,1839,3337.641355,353.5746974,768.4168265,787.2440335,848.479436,579.9263613,16.0565873,44.69222312,12.5738571,93.34961415
54,A08b,2158,260,519,576,599,204,86,19,55,40,243,559,259,376,205,309,20,29,555,882,598,834,545,764,52,71,2162,3165,28,54,39,Sarphatistrook,A08,A,214470,3.63E+12,A Centrum,A08b Sarphatistrook,Sarphatistrook,2158,260,519,576,599,204,86,19,40,55,243,559,1156,2135.25382,255.0917237,535.7558863,567.7546315,581.145159,195.5064198,27.88628742,21.19327352,13.19393245,53.56551306
55,E12b,657,82,53,129,276,117,22,1,11,5,36,164,97,149,129,184,6,17,147,220,315,425,67,115,15,22,755,1093,3,55,7,Houthavens Oost,E12,E,256246,3.63E+12,E West,E12b Houthavens Oost,Houthavens Oost,657,82,53,129,276,117,22,1,5,11,36,164,418,743.9222675,95.33996217,65.19068133,146.7903858,309.2170373,127.3842009,3.669348977,6.346653651,1,15.00195906
56,K23a,480,55,144,203,65,13,2,4,2,11,149,125,55,165,13,120,1,2,203,334,65,185,144,257,1,3,480,1061,8,56,18,Zuidas Noord,K23,K,826131,3.63002E+12,K Zuid,K23a Zuidas Noord,Zuidas Noord,480,55,144,203,65,13,2,4,11,2,149,125,187,556.3805689,66.97294146,167.3512046,219.792222,75.17722891,27.08697185,9.981544213,0.841008336,1.29802721,1.468201618
57,K59a,1337,324,126,250,326,311,12,7,13,16,139,398,326,487,315,462,2,3,260,439,330,500,130,266,7,10,1361,2154,16,57,19,Prinses Irenebuurt,K59,K,266442,3.63E+12,K Zuid,K59a Prinses Irenebuurt,Prinses Irenebuurt,1337,324,126,250,326,311,12,7,16,13,139,398,752,1369.391014,332.6424337,129.5596949,265.5277906,329.0953971,312.5656973,13.33361968,2.080759616,2.39648475,7.128821762
58,T94c,2290,539,316,339,714,382,580,139,46,10,1045,188,560,728,405,481,27,31,378,633,748,984,372,612,497,705,2463,3438,10,58,16,Bijlmermuseum Noord,T94,T,165344,3.63E+12,T Zuidoost,T94c Bijlmermuseum Noord,Bijlmermuseum Noord,2290,539,316,339,714,382,580,139,10,46,1045,188,282,2424.691735,549.6306723,358.7608589,381.6097505,735.0860629,399.6043909,9.397935627,25.60549505,106.3492136,503.2084604
59,A08e,407,63,90,125,93,36,4,4,0,7,39,105,63,120,28,88,1,2,116,203,72,211,114,174,4,11,393,796,5,59,9,Alexanderplein e.o.,A08,A,48609,3.63002E+12,A Centrum,A08e Alexanderplein e.o.,Alexanderplein e.o.,407,63,90,125,93,36,4,4,7,0,39,105,248,420.9240304,66.28462283,111.4323531,119.6724638,87.27888274,36.25570793,5.279977189,0.93188906,2.531514156,3.953682196
60,A09b,1717,254,478,254,381,350,105,15,59,30,166,334,255,360,349,500,31,53,266,460,389,697,436,629,68,119,1695,2646,12,60,26,Kattenburg,A09,A,120718,3.63E+12,A Centrum,A09b Kattenburg,Kattenburg,1717,254,478,254,381,350,105,15,30,59,166,334,1008,1574.939265,233.4259264,398.8985845,249.559985,368.4623899,324.5923794,12.22267925,27.51599974,11.42574452,64.8790106
61,A09c,2193,270,378,491,728,326,210,32,91,49,284,411,258,476,308,573,48,73,481,808,721,1101,373,678,125,174,2141,3636,35,61,42,Wittenburg,A09,A,180449,3.63E+12,A Centrum,A09c Wittenburg,Wittenburg,2193,270,378,491,728,326,210,32,49,91,284,411,1116,2174.033196,265.7927059,385.1948583,484.4440289,716.9580407,321.6435626,33.63055469,50.96600255,21.77821757,128.3553613
62,A09d,1728,271,259,466,527,205,157,19,122,51,238,313,303,504,200,408,64,107,532,971,554,991,276,594,123,200,1865,3468,35,62,52,Oostenburg,A09,A,247527,3.63E+12,A Centrum,A09d Oostenburg,Oostenburg,1728,271,259,466,527,205,157,19,51,122,238,313,828,1934.501145,303.5283978,297.5013563,533.8355707,571.8994793,227.736341,36.29451094,67.28305432,11.98985739,132.5151507
